pl_name,hostname,ra,dec,discoverymethod,disc_year,sy_dist
"TOI-2447 b","TOI-2447",70.9975864,-31.9066369,"Transit",2024,148.98700000
"TOI-2449 b","TOI-2449",67.9843710,-34.4555327,"Transit",2025,156.78600000
"TOI-2453 b","TOI-2453",74.8374845,12.9363528,"Transit",2026,81.90430000
"TOI-2458 b","TOI-2458",79.6215290,1.2534390,"Transit",2024,112.95800000
"TOI-2458 c","TOI-2458",79.6215290,1.2534390,"Radial Velocity",2024,112.95800000
"TOI-2459 b","TOI-2459",82.1433321,-39.3730456,"Transit",2023,36.61130000
"TOI-2485 b","TOI-2485",205.2043217,22.9839692,"Transit",2024,397.95300000
"TOI-2497 b","TOI-2497",90.0625878,11.8840577,"Transit",2023,285.28900000
"TOI-2498 b","TOI-2498",95.4162204,11.2516477,"Transit",2023,275.26500000
"TOI-251 b","TOI-251",353.0620655,-37.2558629,"Transit",2021,99.52300000
"TOI-2518 b","TOI-2518",105.4448495,-34.9196867,"Transit",2026,160.82500000
"TOI-2524 b","TOI-2524",160.8868435,-1.9126984,"Transit",2023,438.84200000
"TOI-2525 b","TOI-2525",86.8509737,-60.5213081,"Transit",2023,395.39800000
"TOI-2525 c","TOI-2525",86.8509737,-60.5213081,"Transit",2023,395.39800000
"TOI-2529 b","TOI-2529",118.9945352,-52.3548332,"Transit",2024,296.27100000
"TOI-2537 b","TOI-2537",54.3882661,10.0577464,"Transit",2024,184.98600000
"TOI-2537 c","TOI-2537",54.3882661,10.0577464,"Radial Velocity",2024,184.98600000
"TOI-2545 b","TOI-2545",135.5458029,-3.4208194,"Transit",2022,107.11800000
"TOI-2567 b","TOI-2567",288.4656683,66.3479375,"Transit",2022,504.77500000
"TOI-257 b","TOI-257",47.5172608,-50.8322632,"Transit",2021,76.90280000
"TOI-2570 b","TOI-2570",87.1880397,32.0840435,"Transit",2022,361.85700000
"TOI-2578 b","TOI-2578",68.0521023,52.2526547,"Transit",2026,285.53000000
"TOI-2580 b","TOI-2580",62.1992072,67.1165264,"Transit",2024,379.25300000
"TOI-2583 A b","TOI-2583 A",272.2670293,45.3368996,"Transit",2023,566.18900000
"TOI-2587 A b","TOI-2587 A",115.9317105,-1.0733330,"Transit",2023,373.67500000
"TOI-2589 b","TOI-2589",107.4881501,-37.2309480,"Transit",2023,200.27300000
"TOI-260 b","TOI-260",4.7730178,-9.9661505,"Transit",2024,20.18520000
"TOI-261.01","TOI-261",15.2181412,-24.4239934,"Transit",2021,114.49500000
"TOI-261.02","TOI-261",15.2181412,-24.4239934,"Transit",2021,114.49500000
"TOI-262 b","TOI-262",32.5346870,-31.0706272,"Transit",2023,43.93200000
"TOI-2641 b","TOI-2641",171.1303716,-42.7321394,"Transit",2023,344.04500000
"TOI-2654 b","TOI-2654",52.9815377,-47.9946912,"Transit",2026,248.96400000
"TOI-2669 b","TOI-2669",134.7226445,-13.3125792,"Transit",2022,393.44300000
"TOI-269 b","TOI-269",75.8462827,-54.1777213,"Transit",2021,57.02250000
"TOI-270 b","TOI-270",68.4160804,-51.9573937,"Transit",2019,22.47930000
"TOI-270 c","TOI-270",68.4160804,-51.9573937,"Transit",2019,22.47930000
"TOI-270 d","TOI-270",68.4160804,-51.9573937,"Transit",2019,22.47930000
"TOI-2714 b","TOI-2714",61.4012482,-14.9267458,"Transit",2024,597.87300000
"TOI-2719 b","TOI-2719",71.5549449,-0.8048725,"Transit",2025,588.36800000
"TOI-2768 b","TOI-2768",99.3641336,-15.4812031,"Transit",2024,78.45250000
"TOI-277 b","TOI-277",19.0766985,-20.9532772,"Transit",2022,64.66920000
"TOI-2796 b","TOI-2796",84.1527191,0.8962788,"Transit",2023,350.34300000
"TOI-2803 A b","TOI-2803 A",93.1147397,-23.4924956,"Transit",2023,494.81800000
"TOI-2818 b","TOI-2818",119.0598183,-35.1167104,"Transit",2023,312.67400000
"TOI-283 b","TOI-283",118.5693065,-65.4414820,"Transit",2025,82.70130000
"TOI-2842 b","TOI-2842",108.0442066,-10.6393400,"Transit",2023,460.99500000
"TOI-286 b","TOI-286",90.9842762,-60.6663348,"Transit",2024,59.22930000
"TOI-286 c","TOI-286",90.9842762,-60.6663348,"Transit",2024,59.22930000
"TOI-2876 b","TOI-2876",110.2473528,-21.1146384,"Transit",2025,225.74400000
"TOI-2886 b","TOI-2886",110.0076569,-10.5698414,"Transit",2025,413.67300000
"TOI-2969 b","TOI-2969",150.0626247,-47.4452436,"Transit",2025,163.99600000
"TOI-2977 b","TOI-2977",143.9265177,-60.3574758,"Transit",2023,
"TOI-2981 b","TOI-2981",163.4873940,-25.5245988,"Transit",2024,527.78900000
"TOI-2986 b","TOI-2986",163.7715605,-6.4784524,"Transit",2025,563.14900000
"TOI-2989 b","TOI-2989",171.2316754,-27.0623619,"Transit",2025,195.79500000
"TOI-2992 b","TOI-2992",164.3165643,-32.3224375,"Transit",2025,542.02600000
"TOI-3023 b","TOI-3023",165.3158231,-72.3567044,"Transit",2023,389.91600000
"TOI-3071 b","TOI-3071",173.2790517,-56.5033871,"Transit",2024,485.21900000
"TOI-3082 b","TOI-3082",195.9080719,-19.2189845,"Transit",2023,113.04800000
"TOI-3135 b","TOI-3135",207.8592276,-69.7725635,"Transit",2025,221.67300000
"TOI-3160 A b","TOI-3160 A",224.5658555,-27.6825503,"Transit",2025,567.67800000
"TOI-3235 b","TOI-3235",207.4738488,-46.0665139,"Transit",2023,72.81100000
"TOI-3261 b","TOI-3261",47.7285242,-73.5319720,"Transit",2024,300.14100000
"TOI-3288 b","TOI-3288",297.1103158,-43.0180008,"Transit",2025,200.50000000
"TOI-329 b","TOI-329",351.3210955,-15.6346313,"Transit",2024,284.38800000
"TOI-332 b","TOI-332",348.0589516,-44.8764852,"Transit",2023,222.85200000
"TOI-3321 b","TOI-3321",265.7603351,-65.0082516,"Transit",2024,285.89500000
"TOI-333 b","TOI-333",353.3574989,-41.1715206,"Transit",2025,352.26900000
"TOI-3331 A b","TOI-3331 A",271.3241672,-34.1071710,"Transit",2022,217.19300000
"TOI-3353.01","TOI-3353",106.5298146,-75.8195594,"Transit",2024,78.75770000
"TOI-3362 b","TOI-3362",155.9841428,-56.8431169,"Transit",2021,366.98700000
"TOI-3364 b","TOI-3364",144.5377709,-49.3352226,"Transit",2023,277.89900000
"TOI-3457 b","TOI-3457",183.2082686,-79.7572043,"Transit",2026,370.66600000
"TOI-3464 b","TOI-3464",234.4830357,-44.7899772,"Transit",2025,597.77400000
"TOI-3474 b","TOI-3474",233.5033482,-47.9636597,"Transit",2025,420.12300000
"TOI-3486 b","TOI-3486",249.4432035,-59.3051077,"Transit",2025,154.71500000
"TOI-3493 b","TOI-3493",205.7990331,-22.5854441,"Transit",2025,96.72240000
"TOI-3523 A b","TOI-3523 A",304.2834581,42.9065338,"Transit",2025,645.29400000
"TOI-3540 A b","TOI-3540 A",328.9113712,28.1794996,"Transit",2022,
"TOI-3568 b","TOI-3568",322.6023682,34.7395805,"Transit",2024,197.90600000
"TOI-3593 b","TOI-3593",331.5063640,34.2116583,"Transit",2025,226.63000000
"TOI-3629 b","TOI-3629",359.7933851,39.3142556,"Transit",2022,130.09100000
"TOI-3664 b","TOI-3664",35.3084940,59.7118568,"Transit",2026,464.74800000
"TOI-3682 b","TOI-3682",50.2752271,25.2972658,"Transit",2025,404.21100000
"TOI-3688 A b","TOI-3688 A",39.2823371,54.8512152,"Transit",2023,396.37800000
"TOI-3693 b","TOI-3693",15.6543938,51.3038918,"Transit",2022,176.43600000
"TOI-3714 b","TOI-3714",69.5523415,39.4580035,"Transit",2022,112.71000000
"TOI-375 b","TOI-375",47.1499034,-77.3833275,"Transit",2026,396.21300000
"TOI-375 c","TOI-375",47.1499034,-77.3833275,"Radial Velocity",2026,396.21300000
"TOI-375 d","TOI-375",47.1499034,-77.3833275,"Radial Velocity",2026,396.21300000
"TOI-3757 b","TOI-3757",91.0036423,55.0199793,"Transit",2022,181.13900000
"TOI-3785 b","TOI-3785",130.9002258,63.0780768,"Transit",2023,79.76340000
"TOI-3807 b","TOI-3807",139.1125648,69.0741284,"Transit",2023,421.74500000
"TOI-3819 b","TOI-3819",121.8632568,29.3886446,"Transit",2023,558.14100000
"TOI-3837 b","TOI-3837",152.6662832,24.2731213,"Transit",2025,311.70500000
"TOI-3856 b","TOI-3856",145.2229223,27.9501580,"Transit",2025,314.44300000
"TOI-3862 b","TOI-3862",185.9005633,50.5446246,"Transit",2026,249.02000000
"TOI-3877 b","TOI-3877",170.4544727,33.9913822,"Transit",2025,493.77000000
"TOI-3884 b","TOI-3884",181.5718341,12.5070258,"Transit",2022,43.14480000
"TOI-3894 b","TOI-3894",201.3748265,52.7681036,"Transit",2024,417.36500000
"TOI-3896 b","TOI-3896",187.9302395,63.9085462,"Transit",2026,181.65300000
"TOI-3912 b","TOI-3912",215.8014956,24.0765639,"Transit",2023,465.99200000
"TOI-3919 b","TOI-3919",208.9447534,40.3918061,"Transit",2024,604.59100000
"TOI-3976 A b","TOI-3976 A",224.3560083,44.2743223,"Transit",2023,516.08700000
"TOI-3980 b","TOI-3980",12.8419374,59.5758606,"Transit",2025,486.72100000
"TOI-3984 A b","TOI-3984 A",226.3371468,36.7869747,"Transit",2023,108.88300000
"TOI-4010 b","TOI-4010",20.2148196,66.0722009,"Transit",2023,177.50400000
"TOI-4010 c","TOI-4010",20.2148196,66.0722009,"Transit",2023,177.50400000
"TOI-4010 d","TOI-4010",20.2148196,66.0722009,"Transit",2023,177.50400000
"TOI-4010 e","TOI-4010",20.2148196,66.0722009,"Radial Velocity",2023,177.50400000
"TOI-4029 b","TOI-4029",239.2337189,16.9802854,"Transit",2026,274.43600000
"TOI-4030 b","TOI-4030",277.6228367,56.7704522,"Transit",2026,571.61500000
"TOI-4034 b","TOI-4034",335.1469845,71.7673462,"Transit",2026,745.14500000
"TOI-406 c","TOI-406",49.2626428,-42.2441492,"Transit",2024,31.05970000
"TOI-406.01","TOI-406",49.2626428,-42.2441492,"Transit",2024,31.05970000
"TOI-4087 b","TOI-4087",217.9257785,83.3727061,"Transit",2023,301.67600000
"TOI-411 b","HD 22946",54.8195380,-42.7630276,"Transit",2022,62.77920000
"TOI-411 c","HD 22946",54.8195380,-42.7630276,"Transit",2022,62.77920000
"TOI-4127 b","TOI-4127",105.4045516,72.4149297,"Transit",2023,319.63200000
"TOI-4137 b","TOI-4137",77.6128790,70.3910790,"Transit",2022,334.99300000
"TOI-4145 A b","TOI-4145 A",39.4297435,80.2673838,"Transit",2023,205.38700000
"TOI-4153 b","TOI-4153",335.3934698,82.2160792,"Transit",2024,423.84000000
"TOI-4155 b","TOI-4155",325.6362269,77.7343836,"Transit",2025,240.73700000
"TOI-4156 b","TOI-4156",230.7808336,76.3318816,"Transit",2026,213.71900000
"TOI-4156 c","TOI-4156",230.7808336,76.3318816,"Transit",2026,213.71900000
"TOI-4184 b","TOI-4184",43.8284749,-79.4147039,"Transit",2023,69.36490000
"TOI-4201 b","TOI-4201",90.4747237,-13.4613710,"Transit",2023,189.01100000
"TOI-421 b","TOI-421",81.8532824,-14.2767404,"Transit",2020,74.79690000
"TOI-421 c","TOI-421",81.8532824,-14.2767404,"Transit",2020,74.79690000
"TOI-4214 b","TOI-4214",110.2495104,-13.9262649,"Transit",2025,346.88100000
"TOI-4308 b","TOI-4308",327.7530693,-43.5623642,"Transit",2023,108.93200000
"TOI-431 b","TOI-431",83.2692502,-26.7238698,"Transit",2021,32.56860000
"TOI-431 c","TOI-431",83.2692502,-26.7238698,"Radial Velocity",2021,32.56860000
"TOI-431 d","TOI-431",83.2692502,-26.7238698,"Transit",2021,32.56860000
"TOI-4311 b","TOI-4311",41.6855224,-31.1793201,"Transit",2026,134.98800000
"TOI-4311 c","TOI-4311",41.6855224,-31.1793201,"Transit",2026,134.98800000
"TOI-4329 b","TOI-4329",329.5639152,71.1316048,"Transit",2022,717.12800000
"TOI-4336 A b","TOI-4336 A",206.1070129,-40.3373505,"Transit",2024,22.54550000
"TOI-4336 A c","TOI-4336 A",206.1070129,-40.3373505,"Transit",2026,22.54550000
"TOI-4342 b","TOI-4342",324.3894196,-77.9791468,"Transit",2023,61.52040000
"TOI-4342 c","TOI-4342",324.3894196,-77.9791468,"Transit",2023,61.52040000
"TOI-4363 b","TOI-4363",37.1105554,-12.5493631,"Transit",2026,77.77510000
"TOI-4364 b","TOI-4364",80.0669270,-4.2392481,"Transit",2025,43.96620000
"TOI-4377 b","TOI-4377",164.9324709,-82.2213501,"Transit",2023,455.82000000
"TOI-4379 b","TOI-4379",252.0478813,-32.4337532,"Transit",2024,645.15800000
"TOI-4405 b","TOI-4405",101.5953368,-75.4441271,"Transit",2026,155.50100000
"TOI-4406 b","TOI-4406",18.0485164,-56.9253875,"Transit",2023,261.83400000
"TOI-4427 b","TOI-4427",135.0492615,72.1477473,"Transit",2026,198.25100000
"TOI-4438 b","TOI-4438",270.3172389,35.5948992,"Transit",2024,30.03460000
"TOI-444 b","TOI-444",64.1839982,-26.7664071,"Transit",2023,57.39730000
"TOI-4443.01","TOI-4443",274.2686643,21.9095459,"Transit",2024,56.07390000
"TOI-4458 b","TOI-4458",252.1259976,74.7637501,"Transit",2026,505.43200000
"TOI-4463 A b","TOI-4463 A",279.3581286,18.7299522,"Transit",2023,173.11700000
"TOI-4465 b","TOI-4465",276.1340312,15.8418856,"Transit",2025,121.13900000
"TOI-4479 b","TOI-4479",316.0969388,24.6536739,"Transit",2022,80.65320000
"TOI-4487 A b","TOI-4487 A",306.4220814,45.9710306,"Transit",2025,479.14500000
"TOI-4495 b","TOI-4495",286.3624951,37.0259902,"Transit",2026,132.21400000
"TOI-4495 c","TOI-4495",286.3624951,37.0259902,"Transit",2024,132.21400000
"TOI-4504 b","TOI-4504",114.4673065,-62.0782776,"Transit",2024,342.60500000
"TOI-4504 c","TOI-4504",114.4673065,-62.0782776,"Transit",2024,342.60500000
"TOI-4504 d","TOI-4504",114.4673065,-62.0782776,"Transit Timing Variations",2024,342.60500000
"TOI-4507 b","TOI-4507",80.4513677,-69.9882175,"Transit",2025,178.26000000
"TOI-451 b","TOI-451",62.9663850,-37.9397300,"Transit",2020,123.73900000
"TOI-451 c","TOI-451",62.9663850,-37.9397300,"Transit",2020,123.73900000
"TOI-451 d","TOI-451",62.9663850,-37.9397300,"Transit",2020,123.73900000
"TOI-4511 b","TOI-4511",49.3052786,15.5017268,"Transit",2026,121.83200000
"TOI-4513 b","TOI-4513",18.0905179,13.7550796,"Transit",2026,102.60900000
"TOI-4515 b","TOI-4515",21.1861778,21.5130638,"Transit",2024,193.49900000
"TOI-4527.01","TOI-4527",19.4722574,5.4711996,"Transit",2024,18.10370000
"TOI-4529 b","TOI-4529",16.9688462,12.8809549,"Transit",2026,28.38400000
"TOI-4551 b","TOI-4551",184.9787579,-25.8278531,"Transit",2023,215.98600000
"TOI-4552 b","TOI-4552",264.7142556,-47.6370457,"Transit",2026,27.26840000
"TOI-4559 b","TOI-4559",211.0135378,-30.0141252,"Transit",2024,31.63540000
"TOI-4561 b","TOI-4561",60.9618951,-76.0214574,"Transit",2026,179.00800000
"TOI-4562 b","TOI-4562",112.0100593,-63.5177788,"Transit",2023,339.60500000
"TOI-4562 c","TOI-4562",112.0100593,-63.5177788,"Transit Timing Variations",2024,339.60500000
"TOI-4578 b","TOI-4578",184.2109675,75.1402358,"Transit",2026,182.24900000
"TOI-4582 b","TOI-4582",256.8601374,68.8656263,"Transit",2023,383.84600000
"TOI-4588 b","TOI-4588",282.0004201,48.5422560,"Transit",2026,225.18100000
"TOI-4600 b","TOI-4600",258.4503674,64.5661727,"Transit",2023,216.05600000
"TOI-4600 c","TOI-4600",258.4503674,64.5661727,"Transit",2023,216.05600000
"TOI-4602.01","TOI-4602",60.6003316,31.3298354,"Transit",2024,63.06370000
"TOI-4603 b","TOI-4603",83.8659288,21.2942417,"Transit",2023,225.64300000
"TOI-4633 c","TOI-4633",256.8431021,62.4755480,"Transit",2024,95.20160000
"TOI-4638.01","TOI-4638",12.8206627,12.7879858,"Transit",2024,168.24800000
"TOI-4640 b","TOI-4640",38.2053190,10.0724659,"Transit",2026,245.08900000
"TOI-4641 b","TOI-4641",42.5582023,25.3335334,"Transit",2023,86.35010000
"TOI-4662 b","TOI-4662",57.5160311,-31.0940247,"Transit",2026,111.04700000
"TOI-4666 b","TOI-4666",56.2898862,-39.0631799,"Transit",2025,154.74900000
"TOI-469.01","TOI-469",93.0578446,-14.6493167,"Transit",2021,68.19200000
"TOI-470 b","TOI-470",94.0099043,-25.0314111,"Transit",2023,130.46000000
"TOI-4734 b","TOI-4734",90.3581219,12.5478825,"Transit",2025,563.06800000
"TOI-4747 b","TOI-4747",86.4276650,-45.0292291,"Transit",2026,304.61500000
"TOI-4773 b","TOI-4773",114.9426489,-21.4856184,"Transit",2025,492.88800000
"TOI-4791 b","TOI-4791",109.3883818,-19.8289392,"Transit",2023,328.80200000
"TOI-4794 b","TOI-4794",110.4835517,-12.5654781,"Transit",2025,543.00800000
"TOI-480 b","TOI-480",88.3784618,-16.2653974,"Transit",2024,54.53060000
"TOI-481 b","TOI-481",110.5126861,-57.3849980,"Transit",2020,179.36600000
"TOI-4860 b","TOI-4860",183.5639610,-13.1748411,"Transit",2023,80.14230000
"TOI-4898 b","TOI-4898",197.3416711,-32.8294537,"Transit",2026,98.59580000
"TOI-4914 b","TOI-4914",204.5426717,-28.1429206,"Transit",2024,299.89000000
"TOI-4930 b","TOI-4930",208.6418883,-45.1544786,"Transit",2026,413.75700000
"TOI-4940 b","TOI-4940",58.2511684,-62.4079681,"Transit",2025,345.65900000
"TOI-4961 b","TOI-4961",192.5018624,-59.8919345,"Transit",2025,213.07300000
"TOI-4994 b","TOI-4994",283.1325335,-78.4344302,"Transit",2024,329.30400000
"TOI-500 b","TOI-500",106.5590980,-47.5878156,"Transit",2022,47.39240000
"TOI-500 c","TOI-500",106.5590980,-47.5878156,"Radial Velocity",2022,47.39240000
"TOI-500 d","TOI-500",106.5590980,-47.5878156,"Radial Velocity",2022,47.39240000
"TOI-500 e","TOI-500",106.5590980,-47.5878156,"Radial Velocity",2022,47.39240000
"TOI-5005 b","TOI-5005",238.1081940,-48.1451000,"Transit",2024,207.89100000
"TOI-5007 b","TOI-5007",236.0638704,-61.0413649,"Transit",2026,203.35200000
"TOI-5027 b","TOI-5027",243.8850212,-69.2170972,"Transit",2025,204.42900000
"TOI-5076 b","TOI-5076",50.5104166,17.2392094,"Transit",2024,82.85700000
"TOI-5082.01","TOI-5082",106.5695780,22.6831477,"Transit",2024,43.14060000
"TOI-5108 b","TOI-5108",166.2695041,11.2464069,"Transit",2025,130.91900000
"TOI-5110 b","TOI-5110",94.4042694,31.6103309,"Transit",2024,392.25900000
"TOI-512 b","TOI-512",96.6467023,-38.6072095,"Transit",2025,67.39750000
"TOI-5126 b","TOI-5126",151.6597827,18.6340631,"Transit",2023,160.41400000
"TOI-5126 c","TOI-5126",151.6597827,18.6340631,"Transit",2023,160.41400000
"TOI-5143 c","TOI-5143",165.3651202,5.1394812,"Transit",2025,181.38000000
"TOI-5153 b","TOI-5153",91.5403204,-19.9534443,"Transit",2022,390.48400000
"TOI-5159 b","TOI-5159",142.7859562,20.0193431,"Transit",2026,55.17880000
"TOI-5160 b","TOI-5160",114.6393985,31.3944536,"Transit",2026,151.46500000
"TOI-5174 b","TOI-5174",174.1094967,-2.0233506,"Transit",2022,197.24300000
"TOI-5181 A b","TOI-5181 A",280.6774738,21.6998203,"Transit",2025,480.15500000
"TOI-519 b","TOI-519",124.6067582,-19.6627918,"Transit",2021,115.55700000
"TOI-5205 b","TOI-5205",313.7706819,24.3609770,"Transit",2023,86.44930000
"TOI-521 b","TOI-521",123.3442567,12.2221079,"Transit",2025,60.94250000
"TOI-5210 b","TOI-5210",314.3169230,21.9502055,"Transit",2025,302.08600000
"TOI-5218 b","TOI-5218",292.6634642,71.7629612,"Transit",2024,377.48300000
"TOI-5232 b","TOI-5232",294.3374248,35.2764934,"Transit",2024,609.38800000
"TOI-5238 b","TOI-5238",223.3588909,68.8594720,"Transit",2022,290.64600000
"TOI-5261 b","TOI-5261",305.4585453,19.4358468,"Transit",2025,377.05400000
"TOI-5292 A b","TOI-5292 A",344.2223631,-8.1197473,"Transit",2026,337.09500000
"TOI-5293 A b","TOI-5293 A",355.8286820,-2.0450945,"Transit",2023,162.22900000
"TOI-530 b","TOI-530",103.4128333,12.8815784,"Transit",2021,148.76200000
"TOI-5300 b","TOI-5300",356.4811370,0.4587978,"Transit",2025,162.51000000
"TOI-5301 b","TOI-5301",12.9908008,13.0783712,"Transit",2024,629.16100000
"TOI-5319 b","TOI-5319",35.2135563,23.5204408,"Transit",2024,61.17100000
"TOI-532 b","TOI-532",85.0800537,11.5626373,"Transit",2021,135.04700000
"TOI-5322 b","TOI-5322",6.5293373,14.3364283,"Transit",2025,476.89900000
"TOI-5335 b","TOI-5335",46.9523734,15.3590831,"Transit",2026,331.28900000
"TOI-5340 b","TOI-5340",59.3094816,22.3783373,"Transit",2025,532.62900000
"TOI-5344 b","TOI-5344",63.2662165,20.9151568,"Transit",2023,138.36700000
"TOI-5349 b","TOI-5349",52.7125703,20.8796279,"Transit",2026,188.33600000
"TOI-5350 b","TOI-5350",74.4023015,21.6019759,"Transit",2025,277.41900000
"TOI-5380 b","TOI-5380",112.7611492,73.1287844,"Transit",2026,286.78100000
"TOI-5386 A b","TOI-5386 A",226.1069193,60.5362318,"Transit",2025,394.48600000
"TOI-5388.01","TOI-5388",152.1765169,35.5475571,"Transit",2024,18.52260000
"TOI-5398 b","TOI-5398",161.8795569,36.3294345,"Transit",2022,130.85500000
"TOI-5398 c","TOI-5398",161.8795569,36.3294345,"Transit",2023,130.85500000
"TOI-540 b","TOI-540",76.3096949,-47.9375391,"Transit",2020,14.00220000
"TOI-5422 b","TOI-5422",86.8436173,25.6260342,"Transit",2026,346.14100000
"TOI-544 b","TOI-544",82.2900716,-0.3428983,"Transit",2022,41.11660000
"TOI-544 c","TOI-544",82.2900716,-0.3428983,"Radial Velocity",2023,41.11660000
"TOI-5486 b","TOI-5486",190.5495041,3.7886012,"Transit",2026,89.68110000
"TOI-5489 b","TOI-5489",128.6912940,11.4895882,"Transit",2025,45.09070000
"TOI-5489 c","TOI-5489",128.6912940,11.4895882,"Transit",2025,45.09070000
"TOI-5502 b","TOI-5502",135.2040560,27.9983339,"Transit",2026,248.65400000
"TOI-5515 b","TOI-5515",139.6163639,16.9899558,"Transit",2026,135.45900000
"TOI-5532 b","TOI-5532",41.3804035,5.1507331,"Transit",2026,90.99850000
"TOI-5542 b","TOI-5542",302.7984228,-61.1354659,"Transit",2022,348.84900000
"TOI-5573 b","TOI-5573",136.4259999,55.3071309,"Transit",2025,186.56200000
"TOI-558 b","TOI-558",42.2915093,-58.0246828,"Transit",2021,402.63000000
"TOI-559 b","TOI-559",46.8186159,-31.1629951,"Transit",2021,233.26600000
"TOI-5592 b","TOI-5592",106.6800684,65.8572490,"Transit",2025,597.02600000
"TOI-5595 b","TOI-5595",110.4601649,35.2219829,"Transit",2026,136.95500000
"TOI-5599 b","TOI-5599",199.3262375,55.6815392,"Transit",2026,547.94800000
"TOI-5605 b","TOI-5605",150.5380078,50.1453867,"Transit",2026,95.07350000
"TOI-561 b","TOI-561",148.1851516,6.2161030,"Transit",2020,85.79900000
"TOI-561 c","TOI-561",148.1851516,6.2161030,"Transit",2020,85.79900000
"TOI-561 d","TOI-561",148.1851516,6.2161030,"Transit",2020,85.79900000
"TOI-561 e","TOI-561",148.1851516,6.2161030,"Transit",2020,85.79900000
"TOI-5614 b","TOI-5614",189.4323154,69.4584273,"Transit",2026,223.01600000
"TOI-5616 b","TOI-5616",184.9016378,48.6832895,"Transit",2024,390.41500000
"TOI-5624 b","TOI-5624",180.8443476,49.2512257,"Transit",2026,101.91300000
"TOI-5624 c","TOI-5624",180.8443476,49.2512257,"Transit",2026,101.91300000
"TOI-5624 d","TOI-5624",180.8443476,49.2512257,"Transit",2026,101.91300000
"TOI-5624 e","TOI-5624",180.8443476,49.2512257,"Transit",2026,101.91300000
"TOI-5624 f","TOI-5624",180.8443476,49.2512257,"Transit Timing Variations",2026,101.91300000
"TOI-5630 b","TOI-5630",236.4538532,40.3748618,"Transit",2026,134.04700000
"TOI-5634 A b","TOI-5634 A",175.6436366,20.9652921,"Transit",2024,306.14400000
"TOI-564 b","TOI-564",130.2951535,-16.0363275,"Transit",2020,199.58100000
"TOI-5678 b","TOI-5678",47.3841872,-34.1984808,"Transit",2023,165.39300000
"TOI-5688 A b","TOI-5688 A",266.9231001,47.7050486,"Transit",2024,226.31800000
"TOI-5704 b","TOI-5704",169.8248694,44.9890782,"Transit",2023,89.63700000
"TOI-5713 b","TOI-5713",208.4587323,52.6027628,"Transit",2024,40.86680000
"TOI-5716 b","TOI-5716",201.9007989,73.1774325,"Transit",2025,39.41220000
"TOI-5720 b","TOI-5720",170.3135774,25.2732942,"Transit",2024,35.82560000
"TOI-5726.01","TOI-5726",123.3950504,68.5745899,"Transit",2024,108.84800000
"TOI-5728 b","TOI-5728",260.3509363,67.5504212,"Transit",2025,54.70450000
"TOI-5734 b","TOI-5734",111.2558179,37.2311218,"Transit",2026,32.51020000
"TOI-5736 b","TOI-5736",213.7583971,49.5009379,"Transit",2025,92.36040000
"TOI-5777 b","TOI-5777",141.0022390,82.8586961,"Transit",2026,114.27700000
"TOI-5786 b","TOI-5786",293.3223259,30.7042468,"Transit",2025,192.47500000
"TOI-5788 b","TOI-5788",287.4249017,31.7615284,"Transit",2026,97.61400000
"TOI-5788 c","TOI-5788",287.4249017,31.7615284,"Transit",2026,97.61400000
"TOI-5789 b","TOI-5789",302.7734475,16.1897138,"Radial Velocity",2026,20.45810000
"TOI-5789 c","TOI-5789",302.7734475,16.1897138,"Transit",2026,20.45810000
"TOI-5789 d","TOI-5789",302.7734475,16.1897138,"Radial Velocity",2026,20.45810000
"TOI-5789 e","TOI-5789",302.7734475,16.1897138,"Radial Velocity",2026,20.45810000
"TOI-5795 b","TOI-5795",304.8687820,-7.5476595,"Transit",2025,156.53000000
"TOI-5799 b","TOI-5799",301.6301790,15.9891418,"Transit",2024,27.81230000
"TOI-5799 c","TOI-5799",301.6301790,15.9891418,"Transit",2025,27.81230000
"TOI-5800 b","TOI-5800",305.0655462,-7.4119237,"Transit",2025,42.90520000
"TOI-5803 b","TOI-5803",327.2487497,6.2781777,"Transit",2023,84.01260000
"TOI-5817 b","TOI-5817",322.3777987,21.4745270,"Transit",2025,80.75420000
"TOI-5882 b","TOI-5882",311.8886385,34.7374918,"Transit",2025,416.10400000
"TOI-5916 b","TOI-5916",325.2995114,9.5990534,"Transit",2026,199.72400000
"TOI-5926 b","TOI-5926",308.0784435,15.5030795,"Transit",2026,275.10300000
"TOI-5938 b","TOI-5938",303.9088422,28.6592261,"Transit",2026,114.03500000
"TOI-6000 b","TOI-6000",292.6062979,68.1545924,"Transit",2025,75.76640000
"TOI-6002 b","TOI-6002",299.6142524,32.2871702,"Transit",2024,32.02660000
"TOI-6008 b","TOI-6008",310.4487344,49.6468992,"Transit",2024,23.10080000
"TOI-6016 b","TOI-6016",4.5239602,59.7661983,"Transit",2024,364.71500000
"TOI-6019 b","TOI-6019",355.0913498,35.9408402,"Transit",2026,260.34200000
"TOI-6029 b","TOI-6029",8.3862555,61.8607659,"Transit",2024,603.11900000
"TOI-6034 b","TOI-6034",317.9001392,68.4020762,"Transit",2024,117.99200000
"TOI-6038 A b","TOI-6038 A",51.6572691,40.8172704,"Transit",2025,179.14700000
"TOI-6041 b","TOI-6041",46.0610334,43.5576668,"Transit",2025,72.47310000
"TOI-6041 c","TOI-6041",46.0610334,43.5576668,"Radial Velocity",2025,72.47310000
