pl_name,hostname,ra,dec,discoverymethod,disc_year,sy_dist
"HD 109286 b","HD 109286",188.3958418,7.2809064,"Radial Velocity",2021,55.41560000
"HD 109749 b","HD 109749",189.3173489,-40.8121458,"Radial Velocity",2005,63.08210000
"HD 10975 b","HD 10975",27.1628025,37.9527542,"Radial Velocity",2021,116.50600000
"HD 109833 b","HD 109833",189.7758591,-74.5740205,"Transit",2022,79.55610000
"HD 109833 c","HD 109833",189.7758591,-74.5740205,"Transit",2022,79.55610000
"HD 109988 b","HD 109988",189.8154662,-32.7263607,"Radial Velocity",2022,42.52790000
"HD 110014 b","HD 110014",189.8111935,-7.9956702,"Radial Velocity",2009,100.75800000
"HD 110067 b","HD 110067",189.8392243,20.0273377,"Transit",2023,32.15850000
"HD 110067 c","HD 110067",189.8392243,20.0273377,"Transit",2023,32.15850000
"HD 110067 d","HD 110067",189.8392243,20.0273377,"Transit",2023,32.15850000
"HD 110067 e","HD 110067",189.8392243,20.0273377,"Transit",2023,32.15850000
"HD 110067 f","HD 110067",189.8392243,20.0273377,"Transit",2023,32.15850000
"HD 110067 g","HD 110067",189.8392243,20.0273377,"Transit",2023,32.15850000
"HD 110082 b","HD 110082",192.5892855,-88.1211107,"Transit",2021,105.09600000
"HD 110113 b","HD 110113",190.0365636,-44.3120777,"Transit",2021,106.30700000
"HD 110113 c","HD 110113",190.0365636,-44.3120777,"Radial Velocity",2021,106.30700000
"HD 110537 b","HD 110537",190.7462412,-4.0501059,"Radial Velocity",2022,45.08580000
"HD 11112 b","HD 11112",27.0881399,-41.4944106,"Radial Velocity",2022,44.38040000
"HD 111232 b","HD 111232",192.2159553,-68.4246679,"Radial Velocity",2003,28.95710000
"HD 111232 c","HD 111232",192.2159553,-68.4246679,"Radial Velocity",2022,28.95710000
"HD 111591 b","HD 111591",192.5725483,22.8631285,"Radial Velocity",2017,114.16600000
"HD 111998 b","HD 111998",193.2953521,-3.5531133,"Radial Velocity",2016,33.22370000
"HD 112300 b","HD 112300",193.8988441,3.3972376,"Radial Velocity",2023,62.07324000
"HD 112570 b","HD 112570",194.2824262,46.1765638,"Radial Velocity",2023,101.16600000
"HD 112640 b","HD 112640",194.2415171,67.2429122,"Radial Velocity",2020,323.33500000
"HD 113337 b","HD 113337",195.4438496,63.6103280,"Radial Velocity",2013,36.18000000
"HD 113337 c","HD 113337",195.4438496,63.6103280,"Radial Velocity",2020,36.18000000
"HD 11343 c","HIP 8541",27.5271962,-54.4651633,"Radial Velocity",2022,155.12100000
"HD 113538 b","HD 113538",196.2339330,-52.4463502,"Radial Velocity",2010,16.28170000
"HD 113538 c","HD 113538",196.2339330,-52.4463502,"Radial Velocity",2010,16.28170000
"HD 113996 b","HD 113996",196.7948740,27.6244384,"Radial Velocity",2017,116.33400000
"HD 114082 b","HD 114082",197.3171237,-60.3084347,"Radial Velocity",2022,95.39060000
"HD 114386 b","HD 114386",197.6652124,-35.0561807,"Radial Velocity",2003,27.92430000
"HD 114386 c","HD 114386",197.6652124,-35.0561807,"Radial Velocity",2026,27.92430000
"HD 114729 b","HD 114729",198.1833997,-31.8746756,"Radial Velocity",2002,37.80630000
"HD 114783 b","HD 114783",198.1818436,-2.2649921,"Radial Velocity",2001,21.06280000
"HD 114783 c","HD 114783",198.1818436,-2.2649921,"Radial Velocity",2016,21.06280000
"HD 11505 b","HD 11505",28.2750265,-1.3284416,"Radial Velocity",2022,38.96790000
"HD 11506 b","HD 11506",28.2106607,-19.5073960,"Radial Velocity",2007,51.26100000
"HD 11506 c","HD 11506",28.2106607,-19.5073960,"Radial Velocity",2008,51.26100000
"HD 11506 d","HD 11506",28.2106607,-19.5073960,"Radial Velocity",2022,51.26100000
"HD 115404 A b","HD 115404 A",199.2155793,17.0160384,"Radial Velocity",2022,10.98160000
"HD 115404 A c","HD 115404 A",199.2155793,17.0160384,"Radial Velocity",2022,10.98160000
"HD 115954 b","HD 115954",199.9853694,38.3691383,"Radial Velocity",2021,87.64370000
"HD 116029 b","HD 116029",200.1646905,24.6484725,"Radial Velocity",2011,123.24500000
"HD 116029 c","HD 116029",200.1646905,24.6484725,"Radial Velocity",2016,123.24500000
"HD 117207 b","HD 117207",202.3368806,-35.5713041,"Radial Velocity",2004,32.35470000
"HD 11755 b","HD 11755",29.7078360,73.1521372,"Radial Velocity",2015,235.04500000
"HD 117618 b","HD 117618",203.1066418,-47.2719049,"Radial Velocity",2004,37.77810000
"HD 118203 b","HD 118203",203.5099560,53.7281876,"Radial Velocity",2005,92.25890000
"HD 118203 c","HD 118203",203.5099560,53.7281876,"Radial Velocity",2024,92.25890000
"HD 11964 b","HD 11964",29.2884252,-10.2434693,"Radial Velocity",2005,33.53690000
"HD 11964 c","HD 11964",29.2884252,-10.2434693,"Radial Velocity",2008,33.53690000
"HD 11977 b","HD 11977",28.7347403,-67.6469871,"Radial Velocity",2005,67.93310000
"HD 120084 b","HD 120084",205.6619890,78.0646376,"Radial Velocity",2013,103.04400000
"HD 121504 b","HD 121504",209.3199062,-56.0404085,"Radial Velocity",2003,41.65920000
"HD 12235 b","HD 12235",30.0391601,3.0959098,"Radial Velocity",2022,31.76270000
"HD 12235 c","HD 12235",30.0391601,3.0959098,"Radial Velocity",2022,31.76270000
"HD 122562 c","HD 122562",210.5886904,20.8810286,"Radial Velocity",2022,53.25280000
"HD 124330 b","HD 124330",212.8207093,54.4089731,"Radial Velocity",2021,60.19770000
"HD 12484 b","HD 12484",30.6115322,2.8158078,"Radial Velocity",2016,48.33670000
"HD 125136 b","HD 125136",215.3703435,-72.3175327,"Radial Velocity",2026,121.25700000
"HD 125271 b","HD 125271",216.6474037,-81.4542756,"Radial Velocity",2022,39.34660000
"HD 125390 b","HD 125390",214.5387463,38.9669132,"Radial Velocity",2019,153.64700000
"HD 125595 b","HD 125595",215.3434326,-40.3942443,"Radial Velocity",2011,28.19890000
"HD 125612 b","HD 125612",215.2227183,-17.4818147,"Radial Velocity",2007,57.62070000
"HD 125612 c","HD 125612",215.2227183,-17.4818147,"Radial Velocity",2009,57.62070000
"HD 125612 d","HD 125612",215.2227183,-17.4818147,"Radial Velocity",2009,57.62070000
"HD 126105 b","HD 126105",216.0016789,-19.8010960,"Radial Velocity",2026,82.88110000
"HD 12648 b","HD 12648",34.7480718,85.7365329,"Radial Velocity",2015,182.19200000
"HD 126525 b","HD 126525",216.8852514,-51.9329118,"Radial Velocity",2018,37.65060000
"HD 12661 b","HD 12661",31.1423525,25.4135632,"Radial Velocity",2000,37.84780000
"HD 12661 c","HD 12661",31.1423525,25.4135632,"Radial Velocity",2002,37.84780000
"HD 126614 b","HD 126614",216.7005171,-5.1784093,"Radial Velocity",2009,73.09610000
"HD 127195 b","HD 127195",217.8714193,-47.7292571,"Radial Velocity",2026,84.71670000
"HD 127195 c","HD 127195",217.8714193,-47.7292571,"Radial Velocity",2026,84.71670000
"HD 127506 b","HD 127506",217.6848544,35.4546059,"Radial Velocity",2022,22.52790000
"HD 128311 b","HD 128311",219.0032292,9.7454368,"Radial Velocity",2002,16.32920000
"HD 128311 c","HD 128311",219.0032292,9.7454368,"Radial Velocity",2005,16.32920000
"HD 128356 b","HD 128356",219.2702793,-25.8031728,"Radial Velocity",2016,26.15480000
"HD 128717 b","HD 128717",219.0881687,57.5609512,"Astrometry",2025,73.63600000
"HD 129445 b","HD 129445",221.5104196,-68.7629901,"Radial Velocity",2009,67.43860000
"HD 130322 b","HD 130322",221.8857975,-0.2820782,"Radial Velocity",1999,31.87660000
"HD 131496 b","HD 131496",223.3461495,18.2352618,"Radial Velocity",2011,131.84900000
"HD 13167 b","HD 13167",32.0576350,-24.6955750,"Radial Velocity",2018,148.93400000
"HD 13189 b","HD 13189",32.4173964,32.3164548,"Radial Velocity",2005,497.82300000
"HD 132406 b","HD 132406",224.2276121,53.3809615,"Radial Velocity",2007,70.78320000
"HD 132563 b","HD 132563",224.5892892,44.0428571,"Radial Velocity",2011,105.15500000
"HD 133131 A b","HD 133131 A",225.8984524,-27.8431369,"Radial Velocity",2016,51.47360000
"HD 133131 A c","HD 133131 A",225.8984524,-27.8431369,"Radial Velocity",2016,51.47360000
"HD 133131 B b","HD 133131 B",225.8999745,-27.8415947,"Radial Velocity",2016,51.29930000
"HD 134060 b","HD 134060",227.6847587,-61.4223747,"Radial Velocity",2019,24.01250000
"HD 134060 c","HD 134060",227.6847587,-61.4223747,"Radial Velocity",2019,24.01250000
"HD 134606 b","HD 134606",228.8103897,-70.5203328,"Radial Velocity",2024,26.79090000
"HD 134606 c","HD 134606",228.8103897,-70.5203328,"Radial Velocity",2024,26.79090000
"HD 134606 d","HD 134606",228.8103897,-70.5203328,"Radial Velocity",2024,26.79090000
"HD 134606 e","HD 134606",228.8103897,-70.5203328,"Radial Velocity",2024,26.79090000
"HD 134606 f","HD 134606",228.8103897,-70.5203328,"Radial Velocity",2024,26.79090000
"HD 134987 b","HD 134987",228.3675397,-25.3096721,"Radial Velocity",1999,26.18040000
"HD 134987 c","HD 134987",228.3675397,-25.3096721,"Radial Velocity",2009,26.18040000
"HD 135344 A b","HD 135344 A",228.9538416,-37.1489176,"Imaging",2025,141.59500000
"HD 135625 b","HD 135625",229.4511514,-45.9225871,"Radial Velocity",2023,56.51800000
"HD 135694 b","HD 135694",227.8678636,71.8412965,"Transit",2023,73.87130000
"HD 135872 b","HD 135872",229.4213643,-5.2024735,"Radial Velocity",2022,82.42510000
"HD 136118 b","HD 136118",229.7306046,-1.5922913,"Radial Velocity",2022,51.43590000
"HD 136352 b","HD 136352",230.4401147,-48.3188174,"Radial Velocity",2019,14.68200000
"HD 136352 c","HD 136352",230.4401147,-48.3188174,"Radial Velocity",2019,14.68200000
"HD 136352 d","HD 136352",230.4401147,-48.3188174,"Radial Velocity",2019,14.68200000
"HD 136418 b","HD 136418",229.7756438,41.7324230,"Radial Velocity",2009,105.16800000
"HD 136925 b","HD 136925",230.7157509,13.3663117,"Radial Velocity",2021,47.87400000
"HD 13724 c","HD 13724",33.0859626,-46.8166738,"Radial Velocity",2022,43.46500000
"HD 137388 b","HD 137388",233.9150820,-80.2044169,"Radial Velocity",2011,40.48410000
"HD 137496 b","HD 137496",231.7420543,-16.5090014,"Transit",2021,155.31700000
"HD 137496 c","HD 137496",231.7420543,-16.5090014,"Radial Velocity",2021,155.31700000
"HD 13808 b","HD 13808",33.1780708,-53.7437591,"Radial Velocity",2021,28.23050000
"HD 13808 c","HD 13808",33.1780708,-53.7437591,"Radial Velocity",2021,28.23050000
"HD 13908 b","HD 13908",34.5609102,65.5941901,"Radial Velocity",2013,79.55150000
"HD 13908 c","HD 13908",34.5609102,65.5941901,"Radial Velocity",2013,79.55150000
"HD 13931 b","HD 13931",34.1979991,43.7722065,"Radial Velocity",2009,47.39630000
"HD 139357 b","HD 139357",233.8173564,53.9221505,"Radial Velocity",2008,112.09000000
"HD 1397 b","HD 1397",4.4471631,-66.3589285,"Transit",2018,79.57020000
"HD 14067 b","HD 14067",34.2933480,23.7676546,"Radial Velocity",2014,142.02400000
"HD 140901 b","HD 140901",236.8689866,-37.9172333,"Radial Velocity",2022,15.25280000
"HD 140901 c","HD 140901",236.8689866,-37.9172333,"Radial Velocity",2022,15.25280000
"HD 141004 b","HD 141004",236.6099205,7.3527684,"Radial Velocity",2021,11.81480000
"HD 141399 b","HD 141399",236.7235392,46.9862880,"Radial Velocity",2014,37.01690000
"HD 141399 c","HD 141399",236.7235392,46.9862880,"Radial Velocity",2014,37.01690000
"HD 141399 d","HD 141399",236.7235392,46.9862880,"Radial Velocity",2014,37.01690000
"HD 141399 e","HD 141399",236.7235392,46.9862880,"Radial Velocity",2014,37.01690000
"HD 141937 b","HD 141937",238.0735585,-18.4359716,"Radial Velocity",2002,33.36220000
"HD 142 A d","HD 142",1.5836771,-49.0753625,"Radial Velocity",2022,26.18530000
"HD 142 b","HD 142",1.5836771,-49.0753625,"Radial Velocity",2001,26.18530000
"HD 142 c","HD 142",1.5836771,-49.0753625,"Radial Velocity",2012,26.18530000
"HD 142022 A b","HD 142022 A",242.5481731,-84.2317494,"Radial Velocity",2005,34.28020000
"HD 142245 b","HD 142245",238.2342443,15.4306118,"Radial Velocity",2011,97.23050000
"HD 142415 b","HD 142415",239.4189890,-60.2006948,"Radial Velocity",2003,35.53180000
"HD 143105 b","HD 143105",238.4023547,68.7199779,"Radial Velocity",2016,46.77890000
"HD 143361 b","HD 143361",240.4588405,-44.4350575,"Radial Velocity",2008,68.51460000
"HD 143811 AB b","HD 143811 A",240.8891972,-30.1371574,"Imaging",2025,136.60800000
"HD 144899 b","HD 144899",242.5721002,-47.9146826,"Radial Velocity",2022,115.66500000
"HD 145377 b","HD 145377",242.9019658,-27.0781199,"Radial Velocity",2008,53.48840000
"HD 145457 b","HD 145457",242.5162215,26.7429068,"Radial Velocity",2010,135.29200000
"HD 145675 c","14 Her",242.6021014,43.8163621,"Radial Velocity",2021,17.93230000
"HD 145934 b","HD 145934",243.2912249,13.2394527,"Radial Velocity",2015,227.88100000
"HD 1461 b","HD 1461",4.6762645,-8.0536206,"Radial Velocity",2010,23.45340000
"HD 1461 c","HD 1461",4.6762645,-8.0536206,"Radial Velocity",2015,23.45340000
"HD 147018 b","HD 147018",245.7490012,-61.6901291,"Radial Velocity",2009,40.42560000
"HD 147018 c","HD 147018",245.7490012,-61.6901291,"Radial Velocity",2009,40.42560000
"HD 147379 b","HD 147379",244.1725686,67.2392041,"Radial Velocity",2017,10.76430000
"HD 147513 b","HD 147513",246.0057894,-39.1929661,"Radial Velocity",2003,12.90320000
"HD 14787 b","HD 14787",35.8085099,10.8367972,"Radial Velocity",2018,119.13700000
"HD 147873 b","HD 147873",246.4380471,-33.5672217,"Radial Velocity",2016,109.05500000
"HD 147873 c","HD 147873",246.4380471,-33.5672217,"Radial Velocity",2016,109.05500000
"HD 148156 b","HD 148156",247.0723035,-46.3175085,"Radial Velocity",2009,57.12890000
"HD 148164 b","HD 148164",246.4351678,11.9190729,"Radial Velocity",2018,77.19710000
"HD 148164 c","HD 148164",246.4351678,11.9190729,"Radial Velocity",2018,77.19710000
"HD 148427 b","HD 148427",247.1171311,-13.3996231,"Radial Velocity",2009,71.34990000
"HD 149026 b","HD 149026",247.6229827,38.3475349,"Radial Velocity",2005,75.86430000
"HD 149143 b","HD 149143",248.2126715,2.0844547,"Radial Velocity",2005,73.28010000
"HD 149806 b","HD 149806",249.2855187,0.2546794,"Radial Velocity",2022,20.27270000
"HD 150010 b","HD 150010",247.8670682,72.6125804,"Radial Velocity",2022,144.49000000
"HD 1502 b","HD 1502",4.8214389,14.0546830,"Radial Velocity",2011,190.95300000
"HD 150706 b","HD 150706",247.8255687,79.7894032,"Radial Velocity",2012,28.26970000
"HD 151450 b","HD 151450",252.0080127,-15.9643450,"Radial Velocity",2022,43.60020000
"HD 151450 c","HD 151450",252.0080127,-15.9643450,"Radial Velocity",2022,43.60020000
"HD 152079 b","HD 152079",253.3732313,-46.3333582,"Radial Velocity",2009,87.88880000
"HD 152581 b","HD 152581",253.4316451,11.9736828,"Radial Velocity",2011,165.76000000
"HD 152843 b","HD 152843",253.7848853,20.4915240,"Transit",2021,107.89800000
"HD 152843 c","HD 152843",253.7848853,20.4915240,"Transit",2021,107.89800000
"HD 15337 b","HD 15337",36.8678846,-27.6361171,"Transit",2019,44.81550000
"HD 15337 c","HD 15337",36.8678846,-27.6361171,"Transit",2019,44.81550000
"HD 153557 b","HD 153557",254.4706516,47.3678558,"Radial Velocity",2022,17.94120000
"HD 153557 c","HD 153557",254.4706516,47.3678558,"Radial Velocity",2022,17.94120000
"HD 153557 d","HD 153557",254.4706516,47.3678558,"Radial Velocity",2022,17.94120000
"HD 153950 b","HD 153950",256.1292826,-43.3103753,"Radial Velocity",2008,48.45490000
"HD 154088 b","HD 154088",256.1164214,-28.5838342,"Radial Velocity",2021,18.26920000
"HD 154345 b","HD 154345",255.6524619,47.0855544,"Radial Velocity",2006,18.28400000
"HD 154391 b","HD 154391",255.3201345,60.6489226,"Radial Velocity",2023,100.94700000
"HD 154672 b","HD 154672",257.5206970,-56.4498041,"Radial Velocity",2008,63.04840000
"HD 154857 b","HD 154857",257.8161940,-56.6810380,"Radial Velocity",2004,63.44820000
"HD 154857 c","HD 154857",257.8161940,-56.6810380,"Radial Velocity",2014,63.44820000
"HD 155193 b","HD 155193",257.4208876,10.0381003,"Radial Velocity",2021,57.79950000
"HD 155358 b","HD 155358",257.3930947,33.3549277,"Radial Velocity",2007,43.61970000
"HD 155358 c","HD 155358",257.3930947,33.3549277,"Radial Velocity",2007,43.61970000
"HD 155918 b","HD 155918",260.5364025,-75.3492390,"Radial Velocity",2022,27.56100000
"HD 155918 c","HD 155918",260.5364025,-75.3492390,"Radial Velocity",2022,27.56100000
"HD 156098 b","HD 156098",259.2646870,-32.6630768,"Radial Velocity",2022,48.24900000
"HD 156098 c","HD 156098",259.2646870,-32.6630768,"Radial Velocity",2022,48.24900000
"HD 156279 b","HD 156279",258.0966686,63.3527828,"Radial Velocity",2011,36.19450000
"HD 156279 c","HD 156279",258.0966686,63.3527828,"Radial Velocity",2016,36.19450000
"HD 156411 b","HD 156411",259.9639522,-48.5502313,"Radial Velocity",2009,56.86550000
"HD 156668 b","HD 156668",259.4183491,29.2281610,"Radial Velocity",2010,24.33230000
"HD 156668 c","HD 156668",259.4183491,29.2281610,"Radial Velocity",2021,24.33230000
"HD 156846 b","HD 156846",260.1423366,-19.3343650,"Radial Velocity",2007,47.73320000
"HD 158038 b","HD 158038",261.4395312,27.3030721,"Radial Velocity",2011,94.86250000
"HD 158259 b","HD 158259",261.3495847,52.7904721,"Radial Velocity",2020,27.04980000
"HD 158259 c","HD 158259",261.3495847,52.7904721,"Radial Velocity",2020,27.04980000
"HD 158259 d","HD 158259",261.3495847,52.7904721,"Radial Velocity",2020,27.04980000
"HD 158259 e","HD 158259",261.3495847,52.7904721,"Radial Velocity",2020,27.04980000
"HD 158259 f","HD 158259",261.3495847,52.7904721,"Radial Velocity",2020,27.04980000
"HD 158996 b","HD 158996",259.9051092,80.1364033,"Radial Velocity",2018,283.65900000
"HD 15906 b","HD 15906",38.2712534,-10.3521780,"Transit",2023,45.56210000
"HD 15906 c","HD 15906",38.2712534,-10.3521780,"Transit",2023,45.56210000
"HD 159243 b","HD 159243",263.3395365,5.7008254,"Radial Velocity",2013,73.30550000
"HD 159243 c","HD 159243",263.3395365,5.7008254,"Radial Velocity",2013,73.30550000
"HD 159868 b","HD 159868",264.7466665,-43.1462347,"Radial Velocity",2006,55.85030000
"HD 159868 c","HD 159868",264.7466665,-43.1462347,"Radial Velocity",2012,55.85030000
"HD 1605 b","HD 1605",5.1317548,30.9750611,"Radial Velocity",2015,88.80470000
"HD 1605 c","HD 1605",5.1317548,30.9750611,"Radial Velocity",2015,88.80470000
"HD 160691 b","HD 160691",266.0361585,-51.8348751,"Radial Velocity",2000,15.59810000
"HD 160691 c","HD 160691",266.0361585,-51.8348751,"Radial Velocity",2004,15.59810000
"HD 160691 d","HD 160691",266.0361585,-51.8348751,"Radial Velocity",2004,15.59810000
"HD 160691 e","HD 160691",266.0361585,-51.8348751,"Radial Velocity",2006,15.59810000
"HD 161178 b","HD 161178",264.2873565,72.4558590,"Radial Velocity",2021,107.18800000
"HD 16141 b","HD 16141",38.8323674,-3.5624887,"Radial Velocity",2000,37.78610000
"HD 16175 b","HD 16175",39.2577379,42.0624526,"Radial Velocity",2009,59.85900000
"HD 162020 b","HD 162020",267.6599252,-40.3184646,"Radial Velocity",2002,30.82480000
"HD 163607 b","HD 163607",268.4181383,56.3924701,"Radial Velocity",2012,67.78550000
"HD 163607 c","HD 163607",268.4181383,56.3924701,"Radial Velocity",2012,67.78550000
"HD 16417 b","HD 16417",39.2441029,-34.5790905,"Radial Velocity",2008,25.39360000
"HD 164509 b","HD 164509",270.3800811,0.1044685,"Radial Velocity",2012,53.11190000
"HD 164595 b","HD 164595",270.1613723,29.5726698,"Radial Velocity",2015,28.25400000
"HD 164604 b","HD 164604",270.7787177,-28.5608343,"Radial Velocity",2009,39.36330000
"HD 164604 c","HD 164604",270.7787177,-28.5608343,"Radial Velocity",2026,39.36330000
"HD 164922 b","HD 164922",270.6304652,26.3104077,"Radial Velocity",2005,22.00160000
"HD 164922 c","HD 164922",270.6304652,26.3104077,"Radial Velocity",2016,22.00160000
"HD 164922 d","HD 164922",270.6304652,26.3104077,"Radial Velocity",2020,22.00160000
"HD 164922 e","HD 164922",270.6304652,26.3104077,"Radial Velocity",2021,22.00160000
"HD 165131 b","HD 165131",271.3444007,-21.6737039,"Radial Velocity",2023,57.42630000
"HD 165155 b","HD 165155",271.4893395,-29.9172536,"Radial Velocity",2016,63.35740000
"HD 1666 b","HD 1666",5.2180424,-19.9314823,"Radial Velocity",2015,117.90800000
"HD 166724 b","HD 166724",273.4988604,-42.5757218,"Radial Velocity",2012,45.13420000
"HD 167042 b","HD 167042",272.6326268,54.2876184,"Radial Velocity",2007,49.66330000
"HD 16760 b","HD 16760",40.5892123,38.6182163,"Radial Velocity",2009,50.17561000
"HD 167677 b","HD 167677",274.2067844,-11.4067857,"Radial Velocity",2023,54.32580000
"HD 167768 b","HD 167768",274.2213308,-3.0085807,"Radial Velocity",2022,107.21400000
"HD 168009 b","HD 168009",273.8847918,45.2088229,"Radial Velocity",2021,23.30320000
"HD 168443 b","HD 168443",275.0159879,-9.5966905,"Radial Velocity",1998,39.62450000
"HD 168443 c","HD 168443",275.0159879,-9.5966905,"Radial Velocity",2000,39.62450000
"HD 168746 b","HD 168746",275.4573269,-11.9229757,"Radial Velocity",2002,41.56810000
"HD 168863 b","HD 168863",275.6642157,-18.0219726,"Radial Velocity",2022,39.89790000
"HD 1690 b","HD 1690",5.3055886,-8.2811442,"Radial Velocity",2010,752.61500000
"HD 16905 b","HD 16905",40.0136203,-61.3550396,"Radial Velocity",2022,39.74010000
"HD 169142 b","HD 169142",276.1240717,-29.7805318,"Imaging",2023,113.60000000
"HD 169830 b","HD 169830",276.9561859,-29.8167919,"Radial Velocity",2000,37.60480000
"HD 169830 c","HD 169830",276.9561859,-29.8167919,"Radial Velocity",2003,37.60480000
"HD 170469 b","HD 170469",277.2955423,11.6954244,"Radial Velocity",2007,60.17800000
"HD 17092 b","HD 17092",41.5924261,49.6530375,"Radial Velocity",2007,228.42200000
"HD 171028 b","HD 171028",278.0643694,6.9456827,"Radial Velocity",2007,111.65900000
"HD 171238 b","HD 171238",278.6818389,-28.0727849,"Radial Velocity",2009,44.81130000
"HD 17156 b","HD 17156",42.4366123,71.7530882,"Radial Velocity",2007,78.08630000
"HD 173416 b","HD 173416",280.9005676,36.5568570,"Radial Velocity",2008,132.18400000
"HD 174205 b","HD 174205",280.7932014,70.7928237,"Radial Velocity",2022,234.02700000
"HD 175167 b","HD 175167",285.0033888,-69.9450664,"Radial Velocity",2009,71.08630000
"HD 175541 b","HD 175541",283.9203211,4.2649344,"Radial Velocity",2007,129.60300000
"HD 175607 b","HD 175607",285.2742901,-66.1943379,"Radial Velocity",2015,40.33030000
"HD 17674 b","HD 17674",42.7684964,30.2865981,"Radial Velocity",2017,44.42640000
"HD 176986 b","HD 176986",285.7739138,-11.0449410,"Radial Velocity",2017,27.78430000
"HD 176986 c","HD 176986",285.7739138,-11.0449410,"Radial Velocity",2017,27.78430000
"HD 176986 d","HD 176986",285.7739138,-11.0449410,"Radial Velocity",2026,27.78430000
"HD 177565 b","HD 177565",286.7175787,-37.8122394,"Radial Velocity",2017,16.91790000
"HD 177830 b","HD 177830",286.3363574,25.9204327,"Radial Velocity",1999,62.76740000
"HD 177830 c","HD 177830",286.3363574,25.9204327,"Radial Velocity",2010,62.76740000
"HD 178911 B b","HD 178911 B",287.2632091,34.6006972,"Radial Velocity",2001,40.97270000
"HD 179079 b","HD 179079",287.7903733,-2.6387703,"Radial Velocity",2008,69.71160000
"HD 179949 b","HD 179949",288.8890182,-24.1797939,"Radial Velocity",2000,27.45730000
"HD 180053 b","HD 180053",288.4008374,34.9146658,"Radial Velocity",2018,137.04300000
"HD 18015 b","HD 18015",43.3636339,-8.8480392,"Radial Velocity",2018,123.80100000
"HD 180314 b","HD 180314",288.7094401,31.8604391,"Radial Velocity",2010,122.36200000
"HD 180617 b","HD 180617",289.2277322,5.1631615,"Radial Velocity",2018,5.91059000
"HD 180902 b","HD 180902",289.8239604,-23.5582432,"Radial Velocity",2009,104.57700000
"HD 181234 b","HD 181234",289.9998695,-9.3249700,"Radial Velocity",2019,47.74580000
"HD 181342 b","HD 181342",290.2674078,-23.6196996,"Radial Velocity",2009,120.39100000
"HD 18143 b","HD 18143",43.9140248,26.8723829,"Radial Velocity",2022,22.52430000
"HD 18143 c","HD 18143",43.9140248,26.8723829,"Radial Velocity",2022,22.52430000
"HD 181433 b","HD 181433",291.2873731,-66.4677838,"Radial Velocity",2008,26.87620000
"HD 181433 c","HD 181433",291.2873731,-66.4677838,"Radial Velocity",2008,26.87620000
"HD 181433 d","HD 181433",291.2873731,-66.4677838,"Radial Velocity",2008,26.87620000
"HD 181720 b","HD 181720",290.7212224,-32.9208401,"Radial Velocity",2009,60.20460000
"HD 183263 b","HD 183263",292.1022982,8.3579183,"Radial Velocity",2004,54.19550000
"HD 183263 c","HD 183263",292.1022982,8.3579183,"Radial Velocity",2008,54.19550000
"HD 183579 b","HD 183579",293.2866147,-54.5327284,"Transit",2021,57.26510000
"HD 184010 b","HD 184010",292.8401421,26.6172796,"Radial Velocity",2022,60.79930000
"HD 184010 c","HD 184010",292.8401421,26.6172796,"Radial Velocity",2022,60.79930000
"HD 184010 d","HD 184010",292.8401421,26.6172796,"Radial Velocity",2022,60.79930000
"HD 18438 b","HD 18438",46.5318358,79.4185800,"Radial Velocity",2023,224.14600000
"HD 185269 b","HD 185269",294.2987668,28.4995140,"Radial Velocity",2006,51.99170000
"HD 185283 b","HD 185283",295.3233609,-56.3221096,"Radial Velocity",2023,31.39500000
"HD 18599 b","HD 18599",44.2620144,-56.1918694,"Transit",2022,38.56530000
"HD 187085 b","HD 187085",297.3915731,-37.7809929,"Radial Velocity",2006,45.89930000
"HD 187123 b","HD 187123",296.7428786,34.4189900,"Radial Velocity",1998,45.95480000
"HD 187123 c","HD 187123",296.7428786,34.4189900,"Radial Velocity",2008,45.95480000
"HD 18742 b","HD 18742",45.0443115,-20.8027024,"Radial Velocity",2011,162.68500000
"HD 188015 b","HD 188015",298.0191857,28.0999769,"Radial Velocity",2004,50.67060000
"HD 188641 b","HD 188641",299.4048303,-37.7448845,"Radial Velocity",2022,64.33990000
"HD 189567 b","HD 189567",301.3959616,-67.3237992,"Radial Velocity",2021,17.90550000
"HD 189567 c","HD 189567",301.3959616,-67.3237992,"Radial Velocity",2021,17.90550000
"HD 189733 b","HD 189733",300.1821223,22.7097759,"Radial Velocity",2005,19.76380000
"HD 190007 b","HD 190007",300.6956339,3.3266992,"Radial Velocity",2020,12.71410000
"HD 190228 b","HD 190228",300.7537294,28.3065564,"Radial Velocity",2022,62.71460000
"HD 190360 b","HD 190360",300.9092476,29.8945410,"Radial Velocity",2003,16.00690000
"HD 190360 c","HD 190360",300.9092476,29.8945410,"Radial Velocity",2005,16.00690000
"HD 190360 d","HD 190360",300.9092476,29.8945410,"Radial Velocity",2026,16.00690000
"HD 190647 b","HD 190647",301.8318167,-35.5395236,"Radial Velocity",2007,54.47380000
"HD 190984 b","HD 190984",302.8779827,-64.6202728,"Radial Velocity",2009,148.18700000
"HD 191806 b","HD 191806",302.3687580,52.2767265,"Radial Velocity",2016,65.66680000
"HD 191939 b","HD 191939",302.0256247,66.8503014,"Transit",2020,53.60890000
"HD 191939 c","HD 191939",302.0256247,66.8503014,"Transit",2020,53.60890000
